mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
503.0255333,NA,3208427,NA,NA,4480111,3812613,5448844,2730949,5131435,2664492,NA,NA,2921958,2955992,NA,NA,NA,NA,3957550,NA,NA,NA,2844849,2593068,NA,NA,2591358,3155894,3535872,NA,NA,NA,NA,5119051,NA,NA,3532374,NA,7548008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2676300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3181837,NA,NA
503.0314589,6460624,5754096,NA,4440837,4324467,7556361,11547793,5649352,7933104,NA,NA,NA,7644649,2984670,4376559,3133256,NA,2886438,11684655,11464688,17211932,NA,5122228,NA,5259627,4512489,NA,3553208,NA,3751588,NA,NA,2663177,20700238,NA,NA,3334745,NA,NA,NA,NA,NA,NA,NA,3681621,NA,2550077,NA,NA,NA,NA,2659918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.0443917,6038744,7859447,8803597,10613519,10632315,8711440,NA,4201425,9852089,4100149,4551778,5944764,3114479,NA,3590132,4349774,NA,NA,NA,NA,NA,5294891,NA,3189046,NA,NA,NA,NA,NA,2550439,3421640,6239558,4691726,9780310,NA,NA,6751841,NA,6503540,NA,3785480,3219312,4195699,NA,2573657,8678446,NA,NA,NA,NA,4122766,3325524,NA,3731240,4027320,4087171,NA,NA,3340159,NA,3660378,NA,2534198,NA,NA,3669243
503.0467842,49923288,44309752,73495824,67326736,71269504,81767696,115520672,44647380,84659384,17301558,20694114,32458174,42386928,25418470,23281654,22472528,17072148,18621228,28543798,30191606,32711200,16948012,22296762,11561270,29884784,19393264,20304518,19589054,12370956,27758248,11195849,19543366,15410959,103717976,13271581,10956203,34166372,11065467,28896374,9748223,11068169,8839025,11642228,10994183,24229210,22350896,11301188,10201012,13249638,13618775,11174031,8885845,17139040,11532073,14570425,15748484,6109774,7578815,9574271,13371712,11057756,5636122,5970743,5737748,10239730,11240700
503.0596555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.0620376,4056291,4027648,10573081,8844060,10886279,13618459,13595820,6288349,9338054,2650175,4174953,5330375,5461495,4131565,2549754,NA,NA,NA,NA,NA,2609704,NA,NA,NA,2650487,NA,NA,NA,NA,2629291,NA,3278156,NA,11279457,NA,NA,6116972,NA,3945599,2710276,2544401,2934647,NA,NA,2543967,4107319,3658058,NA,NA,NA,NA,2838108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706236,NA,3092216,2708738
503.0679082,43926760,36183300,39515420,41440032,41974924,41823520,61191344,31228896,57232588,11837505,14926955,22021578,21431802,24009456,19103742,23275354,12582942,19243830,27675454,25964544,31531560,10435381,15988929,9726271,17121656,12806905,14668432,14739400,11412502,19287724,11433427,14742862,10823448,77044840,12780070,12979638,29382256,10188932,31485060,12427015,9536275,8503161,7546234,12370448,22148450,19221562,11022669,9054142,10398827,9277023,11255961,8222303,15713643,9844531,16552897,13372814,6310485,9299142,10303364,14584138,8862311,6791201,7228222,6171932,11607802,10159365
503.0716484,NA,NA,4711711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.083162,73680112,64429324,141653280,103830320,122780824,105164072,166180032,71648232,129748184,34144328,40109168,61326804,56149504,42113784,37322756,48785248,23560228,29811516,39635780,39301128,33399342,38001468,35584200,25512262,35979648,30370560,53514904,26830798,29885470,41356976,26318298,47248724,40101660,131570800,29950510,32116158,68834936,23648394,80702608,39976716,27009818,26795904,34661760,39363096,38270312,49630272,28922196,22579140,27708528,24628836,26820768,20002406,32032114,22599482,26039240,30084502,14522969,19678410,26269576,27855184,23517806,14495781,21162820,22695202,23740160,22144266
503.0952946,4281591,5119253,6559023,7119669,6937758,5041455,7140552,3518452,7191774,3039311,3107958,NA,2973192,3052284,2992137,3391336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112626,NA,NA,NA,8780918,NA,NA,3761794,NA,6544534,NA,NA,NA,NA,3234332,2839914,3001416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2977675,NA,2814583,NA,2538311,NA,NA,3304720
503.0979578,6182138,4566294,11171122,9876280,9854112,12799281,14709963,6075381,11013345,4460626,3001462,6460891,7235081,4291326,3111945,3282793,NA,NA,4266825,NA,3058227,5032771,3350732,3436876,3801476,4369159,4817566,3050452,2657315,4779699,3003872,4404568,4458277,10804344,NA,4230596,4529795,4102288,3402904,NA,3031840,2572165,4228484,2751005,3374444,3724361,2563418,2715596,NA,NA,3504295,NA,2774394,NA,NA,NA,NA,2753743,2746251,NA,2806390,2965545,2765640,NA,NA,3228945
503.1020247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2784621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2747807,NA,NA,NA,NA,NA,NA,2827082,NA,NA,NA
503.1042912,27477246,27041050,37647668,29709116,34667684,28781876,42841296,23462904,39013604,12206165,11895929,16352735,16041483,20060930,15007756,21784428,8478766,15475525,17156942,16609296,14918198,11729733,12957902,8628559,13336966,8497929,15897248,10651607,10953768,13856436,9852387,12809562,13535015,45980796,12837431,11455945,26089094,8452242,35220636,17432342,12477221,10518408,9487749,15475232,16987502,17681484,10940765,9480142,7949429,7958124,9691305,8672879,10806653,8869701,11310031,13004192,7105120,7075025,10254220,12912986,9386617,6144043,11447115,9162025,9256712,7726355
503.114112,3798275,3439903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3683877,NA,NA,NA,NA,2966647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.1195496,53626120,61283616,102069568,71848776,94207152,78425408,111326432,63063044,106876144,31293532,32965758,41305576,39994900,34544392,33521682,46196596,19497012,28566348,28740436,30781462,24207932,29285196,26458324,20515158,22692236,22981392,42144424,20686814,29164592,31067832,24729066,33912160,32728878,95853704,30081598,32312786,68572816,22304920,75984040,33947420,28795692,36347792,28894602,36315688,28521842,40946772,24203620,19728342,25250936,21515890,28606640,16742006,22447492,17635148,22713302,30051752,16792164,18351318,23123856,27838818,20257410,16937008,21932880,23006510,21413646,19555608
503.1212415,3081480,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618495,NA,NA,NA,NA,2656116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.1322333,6497551,10706217,7386441,6722384,7392440,4738374,5883114,4953100,6483194,4870244,3935364,4089326,3597849,3683087,3440663,5588858,NA,3027794,3433305,4161565,2774593,3328849,3107032,3104091,3050896,2797333,NA,2727907,3476533,2654907,3263983,3016036,NA,5930126,4631107,3886552,7927449,NA,5577903,4267810,3724082,5767060,NA,3314220,3468663,3615834,3211625,NA,3052668,2612855,2848951,NA,NA,NA,3212251,5631406,NA,3017944,2721682,3285350,NA,NA,2840405,2927924,3346194,3867934
503.1406669,17089812,20421934,23639374,15242072,21118142,17755466,22295792,14263313,21417216,6303848,7455879,9577971,9782813,10328851,8896538,13633406,6705215,8348501,7613276,7643168,6767172,4827990,6420700,5466462,7438740,5729050,12718769,6854631,8627257,8687293,7755252,9090407,7538486,22617234,9249352,7482845,16520862,5466272,23588020,9649957,11191094,11255703,8099217,12894768,9745786,10275934,6295917,6744031,5893246,5226106,6258875,3163776,7259535,5818199,9565150,10145201,4971116,6071516,7722901,10709355,5786252,5886006,9792343,6192439,5996310,6481185
503.1442912,NA,NA,NA,NA,NA,NA,NA,2950164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.1537755,4941085,4689206,NA,NA,NA,NA,NA,NA,9325834,NA,4203660,3630587,NA,NA,NA,4062084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4533611,NA,NA,NA,NA,NA,NA,5938366,NA,NA,NA,NA,5218869,NA,NA,NA,NA,NA,NA,3761345,NA,NA,NA,NA,4781496,NA,NA,NA,NA,NA,NA,2800476,NA,NA,NA
503.1559354,56083740,69934392,92108120,67982176,96828616,79670608,101889280,76301336,108580104,37650544,34800780,38225404,34752036,41589532,36012064,58943364,22020166,30892892,27675490,28651558,23208522,26647388,20723936,23202148,20119962,21834528,45519544,21407724,33227840,28413632,27891194,33781100,32401212,93822112,35750480,39685604,90396328,22665382,75984064,36568876,40559420,48734108,31090070,44442168,26867072,43699300,27414900,21415910,27806850,22793854,28410050,15873670,21136790,19896158,25056228,40734136,21314160,19662048,27269016,29067634,23141012,19345466,24243036,28560700,26754844,25290024
503.1679713,NA,NA,NA,NA,NA,NA,3790088,NA,4066579,NA,NA,NA,NA,NA,NA,NA,NA,NA,3259239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.1684271,NA,3917117,3695969,3597164,NA,NA,3573003,NA,3038486,NA,3376274,NA,2913834,3134240,NA,4495243,NA,NA,2720617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3021169,NA,NA,NA,2993643,2952879,NA,6237383,2664239,NA,NA,NA,3699259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.168951,8643878,9624894,10704226,4641645,8240337,6409563,5809418,5542949,10710293,4685943,5555346,NA,2668074,3533600,4837413,5437324,NA,3488609,3353448,3348525,NA,NA,NA,3606890,3070367,3386150,5993149,NA,NA,4398787,4007425,3470705,NA,7187621,3818069,3763691,10221232,2805931,9432264,5529392,4506436,5799843,2966937,5382716,3835268,3669100,NA,NA,3107973,4490884,3569863,NA,2882973,NA,2880489,5324224,2955892,3429604,2926491,NA,3003035,2744382,4766561,NA,NA,3925292
503.1770494,9463083,13237571,14005607,9565043,12655830,8965472,10163473,9102378,11365659,4108411,4125845,3755528,4933166,7428901,6684712,8570768,3786831,5047141,5790571,3858480,4448849,4406118,4262121,3289453,NA,2986794,5477057,4925430,3552331,3256005,4990468,5674355,5003078,13221033,4819545,3894768,12433077,4901038,12725453,6033204,5428040,6086566,4298140,8233535,5531015,6970480,4305277,2623471,4365447,2696839,3905739,NA,NA,3450728,4174828,6561219,3639927,2753766,3737501,3127675,3373727,NA,4561764,4070724,4841251,3810608
503.1923169,62866740,79961416,101217648,68113280,97090784,78622056,103986464,80233520,117165352,40665220,39683228,39929360,36587060,44112684,35946544,55633816,22265942,34988908,22186866,24768566,20603478,28220268,18872558,24217972,19300776,23554864,48370376,20981756,40010836,27496136,30201356,32372088,37447500,91659440,34865760,38964728,94787264,24303796,77425880,36863800,46130000,59547564,37971360,43065924,30045580,49499256,30167428,23971830,29641866,25349772,31752402,17053334,22283688,18782064,23303154,46271948,22903420,19432682,30594976,28739970,24156838,18165830,27290474,28691786,28753704,27370806
503.2031188,NA,NA,NA,NA,NA,NA,NA,3384379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638411,NA,NA,NA,2605051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.2056248,5784893,4363603,6497659,3752841,6397162,4380017,5035306,2606141,4418864,NA,3167392,NA,NA,NA,2582580,NA,NA,2527089,2737015,NA,2714204,NA,NA,2584953,NA,NA,NA,NA,NA,NA,NA,NA,3962705,4115643,NA,2653695,2807495,NA,4447457,3276607,NA,3289010,NA,NA,3554704,NA,NA,NA,NA,NA,NA,2819741,NA,NA,NA,3456465,NA,NA,NA,NA,NA,NA,4676462,NA,NA,NA
503.2073999,2538815,NA,NA,NA,NA,NA,2782507,2606142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.2134509,3075394,4656472,4797824,NA,6012144,4779382,6305073,NA,4082998,NA,NA,3857949,2872896,NA,NA,2865058,NA,NA,NA,NA,2550367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4959424,3338857,NA,4482764,NA,4754662,2654018,3130201,2516917,2948519,NA,NA,4086914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3061669,NA,NA,NA,NA,NA,NA,NA
503.2172716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3184335,NA,NA,NA,NA,NA,NA,3087952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600333,NA,NA,NA,NA,NA,NA
503.2286973,42550604,51977568,67597704,44585884,70417656,52309376,65451324,52806732,75746624,26411158,30344360,30787110,25495110,29629246,23478332,34236328,12787813,23012218,14789504,17100870,13656676,20798332,11458811,17320322,12919221,14822209,29463256,11470860,25887844,16699089,22337052,23426436,24586076,57973960,22921840,25349642,65492692,18290882,55962864,26705736,27976544,37691324,27813292,28418646,18560408,34884744,22253972,18827270,20810900,16649882,18301156,14726823,15287738,12359553,14627840,28708316,12253831,12379382,17831848,18631058,17455802,12562512,17394550,21335382,18382646,18359620
503.2540004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615918,NA,NA,NA,2521534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3204106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503.265082,16352611,16244085,25015716,18191286,23739666,20049300,22312286,17384548,26545500,9642153,11568310,10962490,10061400,8788815,7393355,12322747,3317878,7824267,4688784,6451287,5177970,8305548,3152137,8096147,4903362,5782353,9736936,3827739,9274486,5873369,9385516,9991570,9840490,21290208,8905345,7474718,21894894,5851345,22588680,9723735,8766322,13213642,8758710,13247077,6559140,9415835,7082404,6076439,6868126,8523431,7512308,3198648,4322764,3821459,6632463,10104302,3693202,3691777,5253041,8677795,5233356,3321947,7801731,9448804,7724868,5858642
503.3015682,2536826,3517834,5006780,4809681,4693292,4689322,5563774,3603581,6331766,NA,NA,3505743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4369655,NA,NA,4634372,NA,8015137,NA,NA,2734041,NA,3437172,NA,2737325,3125685,2535464,NA,NA,NA,2627273,NA,NA,NA,NA,NA,NA,NA,2675123,NA,NA,NA,NA,NA,2753889
504.0421097,NA,NA,3921845,4187649,3561257,2789220,6158345,4343406,5377942,NA,NA,2897910,2830284,3222726,2572667,NA,NA,NA,NA,3245484,3259282,NA,NA,NA,NA,NA,2845762,2658659,NA,NA,NA,NA,NA,6741703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504.0712736,8980315,7388994,8206281,9066007,10190653,7618422,11229218,5082754,11587499,3099218,2569709,4143111,3692506,4455637,3314054,3164489,NA,4396262,5070043,5853625,7545756,NA,3220013,NA,4059887,NA,4162639,3154287,4695549,3772307,NA,3184297,3750079,15974105,NA,NA,5019886,NA,5758759,3778718,2868468,NA,NA,3247036,5138102,2850344,3144457,NA,NA,3719119,2638440,NA,2907992,NA,4386123,NA,NA,3548659,3039339,NA,NA,NA,NA,2893454,NA,NA
504.0785226,6866784,7544646,11474893,13252125,12001090,8335226,15898665,7546503,12570544,4340310,5096944,4859916,6551518,5684440,5028233,7563597,NA,4203753,6110430,6316476,5768095,4197619,4313647,3388138,3998450,4615354,4514898,3881330,4466176,4562837,NA,5326508,NA,16129758,4305910,6016972,6854898,3321360,11579180,4335777,2731256,3711253,NA,3806143,3651257,5914156,3330828,NA,4636014,4122578,4285035,2582571,3743579,NA,3941710,4583291,NA,2979318,3905644,4545294,NA,NA,3234976,3702417,2828407,NA
504.0865199,16582501,14163786,34306004,26269218,27983688,23883646,35207216,16746124,28217270,8651353,10495475,13182992,13289442,11066588,8896908,12945744,7406053,6825196,7458017,7958976,7725986,8371446,7117362,6560494,6439669,6876350,13063254,4376950,8480260,11505558,6879140,9426607,11143365,30056162,8266746,7950288,15218935,6601234,19558194,7880868,6415612,6529305,8193715,9544643,10442427,11783727,7533328,5712267,5946736,4894677,5292655,5933101,5732191,5118238,5875025,7950207,3720084,4675064,7272558,8620817,4902003,4108622,5196963,3772051,6271098,5060245
504.114845,7628663,7241563,13367270,9557560,13000539,10153871,12990537,6014623,11997131,5395049,4638206,6252576,4921327,5553386,4805015,7383391,2789873,2766073,4701421,6083020,2952108,4533507,3820093,3379961,4637440,NA,5018723,NA,3909138,4386717,2924465,4613817,4917458,11058933,4600839,4960223,9410825,3957277,11956036,6373551,4973834,4346148,4777660,6493135,NA,5328446,3576604,3205527,4789623,3125215,4313724,3205177,2551661,2725164,4949340,4411277,4058013,3356161,3844213,5335838,3142786,3922263,4762797,3935902,3213445,4128416
504.1229031,15910779,14065503,26310636,18667070,24084320,19181460,25426000,13780644,23531472,7856749,8676865,10086437,10848243,9452781,7848347,10684770,6488565,5580028,6618352,8114640,7046064,7142662,5646912,5327613,5747459,4635854,9860198,5560709,8914454,8212383,7833525,10016443,9390293,22879994,6837258,8253411,17013006,5401121,17461066,7774387,8791309,7356712,7521983,9659346,8017608,10145345,7418656,4946331,4152697,5255138,6828672,4106301,6330225,3961136,5281119,7925648,5319583,5711363,5998711,6933282,3878022,4608345,6323376,5086881,5894280,4380323
504.1353238,3082114,NA,NA,2729546,2803561,NA,NA,NA,3989468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3165955,NA,NA,NA,NA,3075924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504.1441293,5109641,4118379,5281786,3002959,6016879,3481505,6199394,4798131,5122017,NA,3015177,NA,NA,3266808,NA,2820461,NA,2833669,2731257,2845145,NA,NA,NA,NA,2521867,NA,3583087,NA,2604576,NA,NA,NA,NA,5426951,3662868,NA,4155676,NA,6135640,NA,2785560,2648368,NA,3906523,3284687,4488780,NA,NA,NA,NA,NA,2849864,NA,NA,3003752,NA,NA,NA,NA,3308331,NA,NA,NA,2527913,NA,NA
504.15121,6023053,5406575,9099263,8869460,8978292,8720293,10467432,6031032,8695782,4342396,NA,5404725,3604481,4799739,3891622,7309681,NA,3474696,2718971,3754460,3963834,NA,NA,2743049,NA,3093723,4822131,NA,3413540,NA,4347842,3536581,4405473,9182987,2941975,5591026,7674145,2673196,9621340,3055806,2596123,4837683,3727047,6267870,3608273,4263503,NA,NA,2887041,NA,2523276,NA,3450751,NA,2520426,2768798,NA,2524684,3827837,3951406,2579603,NA,3796154,3206827,NA,NA
504.1592864,16697234,20897652,24328196,19224154,25886586,18214826,25294960,18712252,28020716,11436672,9750031,10954809,8554500,9739519,8331689,15395188,5976581,8750348,7859455,8933856,5862333,9010454,6167117,5905164,5092112,6532318,10900598,6015381,7095848,7401383,6903750,8689352,8210661,24420112,9184283,11096054,23288102,4549167,20229986,9724097,10077471,13263158,8701642,11641826,7255764,11177555,6234928,7186860,7974275,7090160,7725712,4671566,5138307,3684673,8623469,11153314,6552491,6448654,7583871,8760114,5618841,4292964,6601917,7982767,6774934,7866034
504.187612,4147108,5250948,6928408,3712623,5431181,4497339,6170761,3094224,7335936,3703439,2516507,NA,NA,NA,NA,3637634,NA,NA,NA,NA,NA,NA,NA,NA,NA,2699499,2677891,NA,NA,3192750,NA,NA,2584816,5574434,NA,NA,4372792,2600506,6598517,2977997,NA,NA,NA,3085294,NA,3552865,NA,NA,NA,NA,3371677,NA,NA,NA,2702713,2858928,NA,NA,NA,3203902,2530471,3578221,NA,3321529,NA,2832060
504.2165805,NA,3780501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576181,NA,NA,NA,NA,3207048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504.2240292,3203003,2871193,3721265,NA,3375014,3121105,3416232,NA,4309019,NA,NA,3106911,NA,NA,2550210,NA,NA,2805032,NA,NA,NA,2886963,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544351,NA,4284217,NA,NA,2947407,NA,3334029,NA,2702654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2516179,NA,NA,NA
504.3048407,NA,2787271,2695271,NA,3624926,NA,NA,NA,2945110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4407236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
